周,生产计划/件,实际需求量/件,库存量/件,缺货量/件,服务水平
101,2.4722222222222223,7.0,0,4.527777777777778,0.3531746031746032
102,14.395277777777782,2.0,7.867500000000003,0,1
103,0,2.0,5.867500000000003,0,1
104,0,1.0,4.867500000000003,0,1
105,0,1.0,3.8675000000000033,0,1
106,0,0.0,3.8675000000000033,0,1
107,0,9.0,0,5.132499999999997,0.42972222222222256
108,18.713632075471693,5.0,8.581132075471698,0,1
109,0.5478398871451216,0.0,9.12897196261682,0,1
110,0,1.0,8.12897196261682,0,1
111,0,3.0,5.12897196261682,0,1
112,0,1.0,4.12897196261682,0,1
113,0,2.0,2.12897196261682,0,1
114,0,7.0,0,4.87102803738318,0.30413885180240285
115,15.7223554710115,4.0,6.85132743362832,0,1
116,0,0.0,6.85132743362832,0,1
117,0,4.0,2.8513274336283203,0,1
118,2.42367256637168,4.0,1.2750000000000004,0,1
119,4.989102564102562,3.0,3.2641025641025623,0,1
120,1.139287266405912,4.0,0.4033898305084742,0,1
121,5.846610169491528,2.0,4.250000000000002,0,1
122,0,5.0,0,0.7499999999999982,0.8500000000000003
123,7.843388429752062,6.0,1.0933884297520642,0,1
124,8.832841078444659,2.0,7.926229508196723,0,1
125,0,2.0,5.926229508196723,0,1
126,0,2.0,3.926229508196723,0,1
127,0,3.0,0.9262295081967231,0,1
128,2.438056206088991,0.0,3.3642857142857143,0,1
129,0,1.0,2.3642857142857143,0,1
130,0,3.0,0,0.6357142857142857,0.7880952380952381
131,4.0244739756367665,5.0,0,1.6112403100775197,0.6777519379844961
132,8.697009540846748,0.0,7.085769230769229,0,1
133,0,4.0,3.0857692307692286,0,1
134,2.150594405594406,3.0,2.2363636363636346,0,1
135,2.140704032809298,5.0,0,0.6229323308270676,0.8754135338345865
136,8.69718606217035,7.0,1.0742537313432816,0,1
137,10.684635157545609,0.0,11.75888888888889,0,1
138,0,6.0,5.75888888888889,0,1
139,3.1385563665855667,12.0,0,3.102554744525543,0.741453771289538
140,23.07900401988787,5.0,14.976449275362327,0,1
141,0,0.0,14.976449275362327,0,1
142,0,1.0,13.976449275362327,0,1
143,0,2.0,11.976449275362327,0,1
144,0,8.0,3.9764492753623273,0,1
145,6.558865409952361,4.0,6.535314685314688,0,1
146,0,1.0,5.535314685314688,0,1
147,0,2.0,3.535314685314688,0,1
148,0,7.0,0,3.464685314685312,0.5050449550449555
149,13.12488939631797,1.0,8.660204081632658,0,1
150,0,5.0,3.660204081632658,0,1
151,3.2850979317901627,11.0,0,4.054697986577179,0.6313910921293474
152,22.087031319910515,6.0,12.032333333333337,0,1
153,0,3.0,9.032333333333337,0,1
154,0,7.0,2.0323333333333373,0,1
155,8.53433333333333,12.0,0,1.4333333333333318,0.8805555555555556
156,21.226839826839836,9.0,10.793506493506506,0,1
157,6.399719312945098,5.0,12.193225806451604,0,1
158,0,0.0,12.193225806451604,0,1
159,0,0.0,12.193225806451604,0,1
160,0,0.0,12.193225806451604,0,1
161,0,0.0,12.193225806451604,0,1
162,0,0.0,12.193225806451604,0,1
163,0,1.0,11.193225806451604,0,1
164,0,0.0,11.193225806451604,0,1
165,0,0.0,11.193225806451604,0,1
166,0,1.0,10.193225806451604,0,1
167,0,1.0,9.193225806451604,0,1
168,0,3.0,6.193225806451604,0,1
169,0,0.0,6.193225806451604,0,1
170,0,2.0,4.193225806451604,0,1
171,0,2.0,2.193225806451604,0,1
172,1.4567741935483953,0.0,3.6499999999999995,0,1
173,0,0.0,3.6499999999999995,0,1
174,0,2.0,1.6499999999999995,0,1
175,0.9690751445086714,0.0,2.619075144508671,0,1
176,0.6964420968706406,0.0,3.3155172413793115,0,1
177,0,1.0,2.3155172413793115,0,1
