周,生产计划/件,实际需求量/件,库存量/件,缺货量/件,服务水平
101,93.36868686868688,64.0,29.36868686868688,0,1
102,99.39631313131311,75.0,53.764999999999986,0,1
103,90.83747524752482,87.0,57.60247524752481,0,1
104,107.60585808580853,154.0,11.208333333333343,0,1
105,273.2683656957929,7.0,277.4766990291263,0,1
106,0,55.0,222.47669902912628,0,1
107,0,74.0,148.47669902912628,0,1
108,0,76.0,72.47669902912628,0,1
109,53.561618727883,0.0,126.03831775700928,0,1
110,0,0.0,126.03831775700928,0,1
111,0,0.0,126.03831775700928,0,1
112,0,16.0,110.03831775700928,0,1
113,0,41.0,69.03831775700928,0,1
114,0,83.0,0,13.961682242990719,0.8317869609278227
115,156.29796542883145,50.0,92.33628318584073,0,1
116,13.394418568545234,40.0,65.73070175438596,0,1
117,16.197993897787967,23.0,58.92869565217393,0,1
118,0,2.0,56.92869565217393,0,1
119,0,26.0,30.92869565217393,0,1
120,0,44.0,0,13.071304347826072,0.7029249011857711
121,78.0213043478261,61.0,3.9500000000000313,0,1
122,100.20874999999998,2.0,102.15875000000001,0,1
123,0,52.0,50.15875000000001,0,1
124,29.053545081967243,41.0,38.212295081967255,0,1
125,33.36372117819536,34.0,37.57601626016262,0,1
126,20.843741804353527,35.0,23.419758064516145,0,1
127,33.69464193548387,0.0,57.11440000000002,0,1
128,0,46.0,11.114400000000018,0,1
129,51.26748976377952,46.0,16.38188976377954,0,1
130,58.77045398622046,38.0,37.15234375,0,1
131,28.974012839147292,54.0,12.126356589147292,0,1
132,80.42979725700658,80.0,12.556153846153876,0,1
133,128.82857897827355,16.0,125.38473282442743,0,1
134,0,12.0,113.38473282442743,0,1
135,0,28.0,85.38473282442743,0,1
136,0,30.0,55.38473282442743,0,1
137,0,50.0,5.384732824427431,0,1
138,68.85276717557257,19.0,55.2375,0,1
139,0,83.0,0,27.762500000000003,0.6655120481927711
140,161.78822463768114,43.0,91.02572463768112,0,1
141,0,54.0,37.02572463768112,0,1
142,57.749632505176066,91.0,3.775357142857189,0,1
143,154.21045845997972,8.0,149.9858156028369,0,1
144,0,1.0,148.9858156028369,0,1
145,0,14.0,134.9858156028369,0,1
146,0,87.0,47.98581560283691,0,1
147,77.27280508681821,0.0,125.25862068965512,0,1
148,0,58.0,67.25862068965512,0,1
149,17.019610602861917,23.0,61.278231292517034,0,1
150,0,37.0,24.278231292517034,0,1
151,28.862708304798417,30.0,23.14093959731545,0,1
152,19.929060402684534,11.0,32.069999999999986,0,1
153,0,91.0,0,58.930000000000014,0.35241758241758225
154,199.79743421052643,15.0,125.86743421052643,0,1
155,0,23.0,102.86743421052643,0,1
156,0,3.0,99.86743421052643,0,1
157,0,19.0,80.86743421052643,0,1
158,0,60.0,20.867434210526426,0,1
159,65.2618651525309,4.0,82.12929936305733,0,1
160,0,11.0,71.12929936305733,0,1
161,0,1.0,70.12929936305733,0,1
162,0,0.0,70.12929936305733,0,1
163,0,0.0,70.12929936305733,0,1
164,0,43.0,27.129299363057328,0,1
165,28.6642589191513,0.0,55.79355828220863,0,1
166,0,2.0,53.79355828220863,0,1
167,0,82.0,0,28.20644171779137,0.6560190034415686
168,157.1681887057432,16.0,112.96174698795184,0,1
169,0,14.0,98.96174698795184,0,1
170,0,18.0,80.96174698795184,0,1
171,0,8.0,72.96174698795184,0,1
172,0,74.0,0,1.038253012048159,0.9859695538912411
173,112.91573839216517,23.0,88.87748538011701,0,1
174,0,10.0,78.87748538011701,0,1
175,0,20.0,58.87748538011701,0,1
176,0,9.0,49.87748538011701,0,1
177,0,12.0,37.87748538011701,0,1
