周,生产计划/件,实际需求量/件,库存量/件,缺货量/件,服务水平
101,7.390909090909092,4.0,3.3909090909090924,0,1
102,2.6320909090909073,8.0,0,1.9770000000000003,0.752875
103,10.374029702970297,4.0,4.397029702970297,0,1
104,2.619636963696369,5.0,2.0166666666666657,0,1
105,4.130420711974111,4.0,2.1470873786407765,0,1
106,3.838970313666916,2.0,3.9860576923076927,0,1
107,0,12.0,0,8.013942307692307,0.3321714743589744
108,23.88139513788099,13.0,2.8674528301886824,0,1
109,17.804509786633748,3.0,17.67196261682243,0,1
110,0,8.0,9.67196261682243,0,1
111,0,0.0,9.67196261682243,0,1
112,0,0.0,9.67196261682243,0,1
113,0,8.0,1.6719626168224302,0,1
114,4.807948097463287,0.0,6.479910714285717,0,1
115,0,4.0,2.479910714285717,0,1
116,2.406492794486214,0.0,4.886403508771931,0,1
117,0,8.0,0,3.113596491228069,0.6108004385964914
118,11.689027525710829,6.0,2.57543103448276,0,1
119,5.562603153551429,0.0,8.138034188034188,0,1
120,0,16.0,0,7.861965811965812,0.5086271367521368
121,31.26910866910866,4.0,19.40714285714285,0,1
122,0,7.0,12.407142857142851,0,1
123,0,4.0,8.407142857142851,0,1
124,0,2.0,6.407142857142851,0,1
125,0,0.0,6.407142857142851,0,1
126,0,0.0,6.407142857142851,0,1
127,0,8.0,0,1.5928571428571487,0.8008928571428564
128,9.265873015873021,0.0,7.673015873015872,0,1
129,0,2.0,5.673015873015872,0,1
130,0,4.0,1.6730158730158724,0,1
131,4.000627537836843,0.0,5.673643410852716,0,1
132,0,2.0,3.6736434108527156,0,1
133,0,0.0,3.6736434108527156,0,1
134,0,4.0,0,0.3263565891472844,0.9184108527131789
135,5.885755085387884,4.0,1.5593984962405996,0,1
136,4.98836269778925,0.0,6.5477611940298495,0,1
137,0,4.0,2.5477611940298495,0,1
138,2.952238805970148,0.0,5.499999999999997,0,1
139,0,4.0,1.4999999999999973,0,1
140,3.9536231884057997,0.0,5.453623188405797,0,1
141,0,5.0,0.4536231884057971,0,1
142,5.1049482401656325,8.0,0,2.4414285714285704,0.6948214285714287
143,13.436818642350556,6.0,4.995390070921985,0,1
144,4.2859479572470285,0.0,9.281338028169014,0,1
145,0,2.0,7.281338028169014,0,1
146,0,4.0,3.2813380281690137,0,1
147,0,7.0,0,3.7186619718309863,0.4687625754527162
148,11.912155122515916,0.0,8.19349315068493,0,1
149,0,6.0,2.1934931506849296,0,1
150,3.1740744168826387,3.0,2.3675675675675683,0,1
151,3.8173317612914888,6.0,0.18489932885905702,0,1
152,6.194767337807609,0.0,6.379666666666666,0,1
153,0,2.0,4.379666666666666,0,1
154,0,8.0,0,3.620333333333334,0.5474583333333333
155,12.748111111111111,0.0,9.127777777777776,0,1
156,0,0.0,9.127777777777776,0,1
157,0,10.0,0,0.8722222222222236,0.9127777777777777
158,12.74626068376068,4.0,7.874038461538456,0,1
159,0,0.0,7.874038461538456,0,1
160,0,6.0,1.874038461538456,0,1
161,3.6124395258829267,2.0,3.4864779874213827,0,1
162,0,0.0,3.4864779874213827,0,1
163,0,4.0,0,0.5135220125786173,0.8716194968553457
164,4.683583740973678,0.0,4.17006172839506,0,1
165,0,4.0,0.17006172839506029,0,1
166,3.9649992472146947,4.0,0.13506097560975494,0,1
167,5.993120842572063,4.0,2.128181818181818,0,1
168,3.9932037239868565,2.0,4.1213855421686745,0,1
169,0,8.0,0,3.8786144578313255,0.5151731927710843
170,14.180697791164658,9.0,1.3020833333333321,0,1
171,12.836378205128204,3.0,11.138461538461536,0,1
172,0,1.0,10.138461538461536,0,1
173,0,6.0,4.138461538461536,0,1
174,1.4644454382826506,8.0,0,2.397093023255813,0.7003633720930234
175,12.69651498857373,0.0,10.299421965317917,0,1
176,0,8.0,2.299421965317917,0,1
177,7.012578034682086,2.0,7.312000000000003,0,1
