周,生产计划/件,实际需求量/件,库存量/件,缺货量/件,服务水平
101,126.36868686868688,64.0,62.36868686868688,0,1
102,71.39631313131311,75.0,58.764999999999986,0,1
103,85.83747524752482,87.0,57.60247524752481,0,1
104,107.60585808580853,154.0,11.208333333333343,0,1
105,621.2683656957929,7.0,625.4766990291263,0,1
106,0,55.0,570.4766990291263,0,1
107,0,74.0,496.4766990291263,0,1
108,0,76.0,420.4766990291263,0,1
109,0,0.0,420.4766990291263,0,1
110,0,0.0,420.4766990291263,0,1
111,0,0.0,420.4766990291263,0,1
112,0,16.0,404.4766990291263,0,1
113,0,41.0,363.4766990291263,0,1
114,0,83.0,280.4766990291263,0,1
115,0,50.0,230.47669902912628,0,1
116,0,40.0,190.47669902912628,0,1
117,0,23.0,167.47669902912628,0,1
118,0,2.0,165.47669902912628,0,1
119,0,26.0,139.47669902912628,0,1
120,0,44.0,95.47669902912628,0,1
121,0,61.0,34.47669902912628,0,1
122,101.68205097087372,2.0,134.15875,0,1
123,0,52.0,82.15875,0,1
124,0,41.0,41.15875,0,1
125,32.41726626016262,34.0,39.57601626016262,0,1
126,0,35.0,4.576016260162618,0,1
127,52.5383837398374,0.0,57.11440000000002,0,1
128,0,46.0,11.114400000000018,0,1
129,53.26748976377952,46.0,18.38188976377954,0,1
130,71.77045398622046,38.0,52.15234375,0,1
131,0,54.0,0,1.84765625,0.9657841435185185
132,94.40381009615388,80.0,12.556153846153876,0,1
133,170.82857897827355,16.0,167.38473282442743,0,1
134,0,12.0,155.38473282442743,0,1
135,0,28.0,127.38473282442743,0,1
136,0,30.0,97.38473282442743,0,1
137,0,50.0,47.38473282442743,0,1
138,37.852767175572566,19.0,66.2375,0,1
139,0,83.0,0,16.762500000000003,0.7980421686746988
140,348.78822463768114,43.0,289.02572463768115,0,1
141,0,54.0,235.02572463768115,0,1
142,0,91.0,144.02572463768115,0,1
143,0,8.0,136.02572463768115,0,1
144,0,1.0,135.02572463768115,0,1
145,0,14.0,121.02572463768115,0,1
146,0,87.0,34.02572463768115,0,1
147,722.232896051974,0.0,756.2586206896551,0,1
148,0,58.0,698.2586206896551,0,1
149,0,23.0,675.2586206896551,0,1
150,0,37.0,638.2586206896551,0,1
151,0,30.0,608.2586206896551,0,1
152,0,11.0,597.2586206896551,0,1
153,0,91.0,506.2586206896551,0,1
154,0,15.0,491.2586206896551,0,1
155,0,23.0,468.2586206896551,0,1
156,0,3.0,465.2586206896551,0,1
157,0,19.0,446.2586206896551,0,1
158,0,60.0,386.2586206896551,0,1
159,0,4.0,382.2586206896551,0,1
160,0,11.0,371.2586206896551,0,1
161,0,1.0,370.2586206896551,0,1
162,0,0.0,370.2586206896551,0,1
163,0,0.0,370.2586206896551,0,1
164,0,43.0,327.2586206896551,0,1
165,0,0.0,327.2586206896551,0,1
166,0,2.0,325.2586206896551,0,1
167,0,82.0,243.25862068965512,0,1
168,190.70312629829675,16.0,417.96174698795187,0,1
169,0,14.0,403.96174698795187,0,1
170,0,18.0,385.96174698795187,0,1
171,0,8.0,377.96174698795187,0,1
172,0,74.0,303.96174698795187,0,1
173,0,23.0,280.96174698795187,0,1
174,0,10.0,270.96174698795187,0,1
175,0,20.0,250.96174698795187,0,1
176,0,9.0,241.96174698795187,0,1
177,0,12.0,229.96174698795187,0,1
