周,生产计划/件,实际需求量/件,库存量/件,缺货量/件,服务水平
101,16.336363636363636,10.0,6.336363636363636,0,1
102,10.086636363636366,2.0,14.423000000000002,0,1
103,0,2.0,12.423000000000002,0,1
104,0,4.0,8.423000000000002,0,1
105,0,2.0,6.423000000000002,0,1
106,0,0.0,6.423000000000002,0,1
107,0,6.0,0.4230000000000018,0,1
108,5.613792452830184,5.0,1.036792452830186,0,1
109,6.130964556515609,0.0,7.167757009345795,0,1
110,0,3.0,4.167757009345795,0,1
111,0,2.0,2.167757009345795,0,1
112,0,0.0,2.167757009345795,0,1
113,0,3.0,0,0.8322429906542048,0.7225856697819317
114,4.30277870493992,4.0,0,0.5294642857142855,0.8676339285714286
115,4.913092604298356,4.0,0.383628318584071,0,1
116,4.996634839310666,0.0,5.380263157894737,0,1
117,0,2.0,3.3802631578947366,0,1
118,0,2.0,1.3802631578947366,0,1
119,1.9056342780027005,0.0,3.285897435897437,0,1
120,0,6.0,0,2.714102564102563,0.5476495726495728
121,9.864102564102563,2.0,5.15,0,1
122,0,10.0,0,4.85,0.515
123,20.39256198347107,3.0,12.54256198347107,0,1
124,0,1.0,11.54256198347107,0,1
125,0,3.0,8.54256198347107,0,1
126,0,4.0,4.542561983471071,0,1
127,0,2.0,2.542561983471071,0,1
128,0,3.0,0,0.4574380165289291,0.8475206611570236
129,3.8790915598360165,3.0,0.4216535433070874,0,1
130,2.9967058316929127,2.0,1.418359375,0,1
131,1.8467569040697671,0.0,3.265116279069767,0,1
132,0,4.0,0,0.7348837209302328,0.8162790697674418
133,4.202059293449317,6.0,0,2.5328244274809166,0.5778625954198472
134,10.696460791117277,7.0,1.1636363636363605,0,1
135,9.833732057416274,6.0,4.997368421052634,0,1
136,5.127631578947366,2.0,8.125,0,1
137,0,3.0,5.125,0,1
138,0,4.0,1.125,0,1
139,3.2968978102189777,8.0,0,3.5781021897810223,0.5527372262773722
140,15.39694276949117,4.0,7.818840579710148,0,1
141,0,7.0,0.8188405797101481,0,1
142,9.11973084886128,3.0,6.938571428571429,0,1
143,0,2.0,4.938571428571429,0,1
144,0,6.0,0,1.0614285714285714,0.8230952380952381
145,8.141848151848148,6.0,1.0804195804195764,0,1
146,6.985552641802649,16.0,0,7.934027777777775,0.5041232638888891
147,44.4857519157088,6.0,30.551724137931025,0,1
148,0,12.0,18.551724137931025,0,1
149,0,8.0,10.551724137931025,0,1
150,0,4.0,6.551724137931025,0,1
151,0,8.0,0,1.448275862068975,0.8189655172413781
152,12.040942528735645,8.0,2.59266666666667,0,1
153,8.976207505518756,5.0,6.568874172185426,0,1
154,0,12.0,0,5.431125827814574,0.5474061810154521
155,23.37001471670345,3.0,14.938888888888876,0,1
156,0,8.0,6.938888888888876,0,1
157,0,7.0,0,0.06111111111112422,0.9912698412698394
158,9.687393162393175,0.0,9.62628205128205,0,1
159,0,1.0,8.62628205128205,0,1
160,0,2.0,6.62628205128205,0,1
161,0,2.0,4.62628205128205,0,1
162,0,0.0,4.62628205128205,0,1
163,0,3.0,1.6262820512820504,0,1
164,0,1.0,0.6262820512820504,0,1
165,3.782920402705681,1.0,3.4092024539877315,0,1
166,0,13.0,0,9.590797546012269,0.2622463426144409
167,40.41079754601226,8.0,22.819999999999993,0,1
168,0,11.0,11.819999999999993,0,1
169,8.231796407185634,6.0,14.051796407185627,0,1
170,0,11.0,3.051796407185627,0,1
171,14.953529036601346,2.0,16.005325443786973,0,1
172,0,7.0,9.005325443786973,0,1
173,0,7.0,2.0053254437869725,0,1
174,7.559500137608378,7.0,2.5648255813953504,0,1
175,6.98517441860465,0.0,9.55,0,1
176,0,5.0,4.550000000000001,0,1
177,0,13.0,0,8.45,0.35000000000000003
