周,生产计划/件,实际需求量/件,库存量/件,缺货量/件,服务水平
101,2.2222222222222223,7.0,0,4.777777777777778,0.3174603174603175
102,12.597777777777779,2.0,5.820000000000002,0,1
103,0,2.0,3.820000000000002,0,1
104,0,1.0,2.820000000000002,0,1
105,0,1.0,1.820000000000002,0,1
106,0,0.0,1.820000000000002,0,1
107,0,9.0,0,7.179999999999998,0.20222222222222244
108,17.80641509433962,5.0,5.626415094339624,0,1
109,2.3754540645388786,0.0,8.001869158878502,0,1
110,0,1.0,7.0018691588785025,0,1
111,0,3.0,4.0018691588785025,0,1
112,0,1.0,3.0018691588785025,0,1
113,0,2.0,1.0018691588785025,0,1
114,1.1874165554072116,7.0,0,4.810714285714286,0.3127551020408163
115,13.62310366624526,4.0,4.812389380530975,0,1
116,1.7841018475392012,0.0,6.596491228070176,0,1
117,0,4.0,2.5964912280701764,0,1
118,2.0035087719298232,4.0,0.5999999999999996,0,1
119,4.994871794871795,3.0,2.5948717948717945,0,1
120,1.5949587136027814,4.0,0.18983050847457594,0,1
121,5.398404785643072,2.0,3.5882352941176476,0,1
122,0,5.0,0,1.4117647058823524,0.7176470588235295
123,7.396888672824501,6.0,0,0.014876033057851679,0.9975206611570248
124,8.391925213385722,2.0,6.3770491803278695,0,1
125,0,2.0,4.3770491803278695,0,1
126,0,2.0,2.3770491803278695,0,1
127,0,3.0,0,0.6229508196721305,0.7923497267759565
128,3.7943793911007018,0.0,3.1714285714285713,0,1
129,0,1.0,2.1714285714285713,0,1
130,0,3.0,0,0.8285714285714287,0.7238095238095238
131,4.011517165005538,5.0,0,1.8170542635658915,0.6365891472868217
132,7.798592725104353,0.0,5.981538461538461,0,1
133,0,4.0,1.9815384615384612,0,1
134,2.60027972027972,3.0,1.5818181818181811,0,1
135,2.595625427204375,5.0,0,0.8225563909774438,0.8354887218045113
136,7.798675793962517,7.0,0,0.023880597014926508,0.9965884861407248
137,9.792769485903817,0.0,9.76888888888889,0,1
138,0,6.0,3.76888888888889,0,1
139,3.5946147607461487,12.0,0,4.636496350364961,0.6136253041362533
140,20.39011953877076,5.0,10.7536231884058,0,1
141,0,0.0,10.7536231884058,0,1
142,0,1.0,9.7536231884058,0,1
143,0,2.0,7.7536231884058004,0,1
144,0,8.0,0,0.24637681159419955,0.9692028985507251
145,8.380642545859935,4.0,4.134265734265735,0,1
146,1.3851787101787094,1.0,4.519444444444445,0,1
147,0,2.0,2.519444444444445,0,1
148,0,7.0,0,4.480555555555555,0.359920634920635
149,12.203004535147395,1.0,6.72244897959184,0,1
150,0,5.0,1.7224489795918396,0,1
151,4.1929872620188995,11.0,0,5.084563758389261,0.5377669310555218
152,19.393897091722597,6.0,8.309333333333335,0,1
153,1.9780838852097116,3.0,7.287417218543046,0,1
154,0,7.0,0.28741721854304636,0,1
155,8.391014154005974,12.0,0,3.3215686274509792,0.7232026143790851
156,18.989101094983454,9.0,6.667532467532473,0,1
157,7.776338500209459,5.0,9.443870967741931,0,1
158,0,0.0,9.443870967741931,0,1
159,0,0.0,9.443870967741931,0,1
160,0,0.0,9.443870967741931,0,1
161,0,0.0,9.443870967741931,0,1
162,0,0.0,9.443870967741931,0,1
163,0,1.0,8.443870967741931,0,1
164,0,0.0,8.443870967741931,0,1
165,0,0.0,8.443870967741931,0,1
166,0,1.0,7.4438709677419315,0,1
167,0,1.0,6.4438709677419315,0,1
168,0,3.0,3.4438709677419315,0,1
169,0,0.0,3.4438709677419315,0,1
170,0,2.0,1.4438709677419315,0,1
171,1.8638213399503756,2.0,1.307692307692307,0,1
172,1.9981900452488692,0.0,3.3058823529411763,0,1
173,0,0.0,3.3058823529411763,0,1
174,0,2.0,1.3058823529411763,0,1
175,0.9854471268276099,0.0,2.291329479768786,0,1
176,0,0.0,2.291329479768786,0,1
177,0,1.0,1.2913294797687862,0,1
