周,生产计划/件,实际需求量/件,库存量/件,缺货量/件,服务水平
101,5.084848484848485,23.0,0,17.915151515151514,0.22108036890645585
102,50.47115151515152,16.0,16.556000000000004,0,1
103,6.164792079207917,12.0,10.720792079207921,0,1
104,6.1654824305960005,2.0,14.886274509803922,0,1
105,0,8.0,6.886274509803922,0,1
106,0,1.0,5.886274509803922,0,1
107,0,11.0,0,5.113725490196078,0.5351158645276293
108,14.272216056233814,51.0,0,41.841509433962266,0.1795782463928968
109,140.6938458825604,5.0,93.85233644859812,0,1
110,0,21.0,72.85233644859812,0,1
111,0,0.0,72.85233644859812,0,1
112,0,0.0,72.85233644859812,0,1
113,0,14.0,58.85233644859812,0,1
114,0,6.0,52.85233644859812,0,1
115,0,21.0,31.852336448598123,0,1
116,0,8.0,23.852336448598123,0,1
117,0,5.0,18.852336448598123,0,1
118,0,9.0,9.852336448598123,0,1
119,0,13.0,0,3.1476635514018767,0.7578720345075479
120,15.452748297164588,18.0,0,5.694915254237289,0.6836158192090395
121,26.392394245833927,9.0,11.697478991596636,0,1
122,3.219187675070028,12.0,2.9166666666666643,0,1
123,10.784159779614328,1.0,12.700826446280992,0,1
124,0,12.0,0.7008264462809919,0,1
125,6.9528320903043745,7.0,0.6536585365853664,0,1
126,8.994728560188825,1.0,8.648387096774192,0,1
127,0,19.0,0,10.351612903225808,0.4551782682512733
128,35.564311315924215,1.0,24.21269841269841,0,1
129,0,3.0,21.21269841269841,0,1
130,0,3.0,18.21269841269841,0,1
131,0,4.0,14.212698412698408,0,1
132,0,1.0,13.212698412698408,0,1
133,0,1.0,12.212698412698408,0,1
134,0,0.0,12.212698412698408,0,1
135,0,8.0,4.212698412698408,0,1
136,4.74849561715234,1.0,7.961194029850748,0,1
137,0,18.0,0,10.038805970149252,0.44228855721393046
138,43.12704126426689,1.0,32.088235294117645,0,1
139,0,13.0,19.088235294117645,0,1
140,0,2.0,17.088235294117645,0,1
141,0,4.0,13.088235294117645,0,1
142,0,8.0,5.088235294117645,0,1
143,3.7500625782227814,15.0,0,6.161702127659574,0.5892198581560284
144,22.13635001498352,1.0,14.974647887323945,0,1
145,0,0.0,14.974647887323945,0,1
146,0,13.0,1.974647887323945,0,1
147,11.259834871296745,7.0,6.23448275862069,0,1
148,4.932640529050543,1.0,10.167123287671233,0,1
149,0,18.0,0,7.832876712328767,0.5648401826484019
150,34.11125509070715,3.0,23.27837837837838,0,1
151,0,7.0,16.27837837837838,0,1
152,0,11.0,5.278378378378381,0,1
153,6.219634866654731,0.0,11.498013245033112,0,1
154,0,5.0,6.498013245033112,0,1
155,0,13.0,0,6.501986754966888,0.4998471726948548
156,22.857830910811046,30.0,0,13.644155844155843,0.5451948051948052
157,71.79770423125261,11.0,47.15354838709676,0,1
158,0,5.0,42.15354838709676,0,1
159,0,0.0,42.15354838709676,0,1
160,0,2.0,40.15354838709676,0,1
161,0,4.0,36.15354838709676,0,1
162,0,0.0,36.15354838709676,0,1
163,0,6.0,30.153548387096762,0,1
164,0,0.0,30.153548387096762,0,1
165,0,10.0,20.153548387096762,0,1
166,0,43.0,0,22.846451612903238,0.46868717179294794
167,112.3288758553275,10.0,79.48242424242426,0,1
168,0,40.0,39.48242424242426,0,1
169,14.729551805479943,11.0,43.2119760479042,0,1
170,0,3.0,40.2119760479042,0,1
171,0,0.0,40.2119760479042,0,1
172,0,28.0,12.211976047904201,0,1
173,16.18568477080924,0.0,28.39766081871344,0,1
174,0,12.0,16.39766081871344,0,1
175,0,7.0,9.39766081871344,0,1
176,0,50.0,0,40.60233918128656,0.18795321637426882
177,130.80233918128656,13.0,77.2,0,1
