周,生产计划/件,实际需求量/件,库存量/件,缺货量/件,服务水平
101,6.654545454545455,4.0,2.654545454545455,0,1
102,2.2974545454545447,8.0,0,3.048,0.619
103,10.705425742574258,4.0,3.657425742574258,0,1
104,2.2915938652688785,5.0,0.9490196078431365,0,1
105,4.5907862173995815,4.0,1.539805825242718,0,1
106,3.394809559372667,2.0,2.934615384615385,0,1
107,0,12.0,0,9.065384615384616,0.24455128205128207
108,27.355950653120466,13.0,5.29056603773585,0,1
109,12.378592840768825,3.0,14.669158878504675,0,1
110,0,8.0,6.669158878504675,0,1
111,1.987721855440281,0.0,8.656880733944956,0,1
112,0,0.0,8.656880733944956,0,1
113,0,8.0,0.6568807339449556,0,1
114,5.039547837483617,0.0,5.696428571428573,0,1
115,0,4.0,1.696428571428573,0,1
116,2.1912907268170416,0.0,3.8877192982456146,0,1
117,0,8.0,0,4.112280701754385,0.4859649122807018
118,11.853660012099214,6.0,1.7413793103448283,0,1
119,6.323577954612436,0.0,8.064957264957265,0,1
120,0,16.0,0,7.935042735042735,0.504059829059829
121,36.89134525605114,4.0,24.9563025210084,0,1
122,0,7.0,17.9563025210084,0,1
123,0,4.0,13.9563025210084,0,1
124,0,2.0,11.9563025210084,0,1
125,0,0.0,11.9563025210084,0,1
126,0,0.0,11.9563025210084,0,1
127,0,8.0,3.9563025210084,0,1
128,4.830999066293186,0.0,8.787301587301586,0,1
129,0,2.0,6.787301587301586,0,1
130,0,4.0,2.7873015873015863,0,1
131,2.000295311923221,0.0,4.787596899224807,0,1
132,0,2.0,2.7875968992248072,0,1
133,0,0.0,2.7875968992248072,0,1
134,0,4.0,0,1.2124031007751928,0.6968992248062018
135,5.946237687241357,4.0,0.7338345864661644,0,1
136,4.994523622489059,0.0,5.728358208955223,0,1
137,0,4.0,1.728358208955223,0,1
138,2.9775241439859528,0.0,4.705882352941176,0,1
139,0,4.0,0.7058823529411757,0,1
140,3.978175618073317,0.0,4.684057971014493,0,1
141,0,5.0,0,0.31594202898550705,0.9368115942028986
142,5.57879917184265,8.0,0,2.7371428571428567,0.6578571428571429
143,12.676149949341438,6.0,3.9390070921985814,0,1
144,5.193387273998601,0.0,9.132394366197182,0,1
145,0,2.0,7.1323943661971825,0,1
146,0,4.0,3.1323943661971825,0,1
147,0,7.0,0,3.8676056338028175,0.44748490945674035
148,11.429249469419254,0.0,7.5616438356164375,0,1
149,0,6.0,1.5616438356164375,0,1
150,3.6113291373565355,3.0,2.172972972972973,0,1
151,2.855214946490113,6.0,0,0.9718120805369139,0.8380313199105144
152,7.1504787472035805,0.0,6.1786666666666665,0,1
153,0,2.0,4.1786666666666665,0,1
154,0,8.0,0,3.8213333333333335,0.5223333333333333
155,11.822640522875817,0.0,8.001307189542484,0,1
156,0,0.0,8.001307189542484,0,1
157,0,10.0,0,1.9986928104575163,0.8001307189542484
158,16.82176973353444,4.0,10.82307692307692,0,1
159,0,0.0,10.82307692307692,0,1
160,0,6.0,4.82307692307692,0,1
161,0,2.0,2.82307692307692,0,1
162,0,0.0,2.82307692307692,0,1
163,0,4.0,0,1.1769230769230798,0.70576923076923
164,4.727540360873697,0.0,3.5506172839506167,0,1
165,0,4.0,0,0.4493827160493833,0.8876543209876542
166,3.9835290575127975,4.0,0,0.4658536585365858,0.8835365853658536
167,5.996762749445677,4.0,1.5309090909090912,0,1
168,3.9968017524644024,2.0,3.5277108433734936,0,1
169,0,8.0,0,4.472289156626506,0.4409638554216867
170,13.555622489959838,9.0,0.08333333333333215,0,1
171,12.393589743589743,3.0,9.476923076923075,0,1
172,0,1.0,8.476923076923075,0,1
173,0,6.0,2.4769230769230752,0,1
174,2.806797853309483,8.0,0,2.7162790697674417,0.6604651162790698
175,11.798359994622933,0.0,9.082080924855491,0,1
176,0,8.0,1.0820809248554912,0,1
177,7.00591907514451,2.0,6.088000000000001,0,1
